AS23456,UN,4Byte ASN Place Holder
AS32102,US,MASS-CONVENTION-CENTER-AUTHORITY - Massachusetts Convention Center Authority
AS57670,UA,ASOPENWAY _OPENWAY_ LLC.
AS49858,UA,CTLAN-AS TIK Consult-Trade LLC
AS48269,DE,SCHOENLAND-AS SBC (Germany) GmbH & Co. KG
AS6382,US,BELLSOUTH-NET-BLK - BellSouth.net Inc.
AS14608,US,AFS-1 - Alaska Fiberstar
AS6068,KR,LGRND-AS-KR LG CNS
AS9415,TW,ETWEBS-AS1-AP ETWebs Taiwan Co. Ltd.
AS6073,US,ETI - KAPS, Inc
AS46218,US,COMPORIUM-BREVARD-AS - Comporium Communications
AS39302,SE,SBBS Swedish Bulletin Board System - Autonomous System
AS9797,AU,NEXONASIAPACIFIC-AS-AP Nexon Asia Pacific P/L
AS15071,US,BAX-BGP - BAX GLOBAL
AS36675,US,CCPS-1 - Collier County Public Schools
AS23481,US,HCTC-LINK1 - Hill Country Telephone Cooperative, Inc.
AS22190,US,KNIGHT - Knight Capital Group, Inc
AS59597,GB,FOURCOM 4Com plc
AS24334,HK,CYBERPORT-HK-AP Cyberport Hong Kong
AS24085,VN,QTSC-AS-VN Quang Trung Software City Development Company
AS38944,PL,LANET-AS Internetia Sp. z o.o.
AS41020,FR,STMICROELECTRONICS-AS STMicroelectronics International NV
AS2680,CA,CDAGOVN - Government Telecommunications and Informatics Services
AS7682,JP,HOTNET HOKKAIDO TELECOMMUNICATIONS NETWORK Co., Inc.
AS46483,US,RGHS - Rochester General Hospital
AS51252,UA,DSSGROUP-AS Ltd. DSS Group
AS18158,KR,CBNU-AS-KR CHUNGBUK NATIONAL UNIVERSITY
AS39749,RU,BEFREE-AS Befree LTD
AS35832,GB,BGFL Birmingham Grid for Learning AS
AS13688,US,PSEG - Public Service Enterprise Group
AS145,US,VBNS - MCI Communications Corporation
AS16223,UA,BITTERNET _BitterNet_ Ltd
AS24032,AU,AC3-AS ac3, Australian Centre for Advanced Computing and
AS24004,IN,SHYAM-AS-IN SHYAM Internet service provider in India.
AS19422,UY,Telefonica Moviles del Uruguay SA
AS14364,US,HARDING-LAWSON - Harding Lawson Associates
AS24810,RU,TELESET-KAZAN Teleset CJSC
AS23376,US,APPSERVE - AppServe Technologies, LLC
AS29300,NL,DIRECTCONNECT-AS Direct Connect AS
AS26462,US,AS-GENESEO - SUNY Geneseo Computer Center
AS14508,US,VFL-BB-1 - Velocity Futures, LLC
AS27624,US,AS-ELCA-CWO - ELCA
AS27011,US,XSR-ASN - XM Satellite Radio
AS11766,US,MERIPLEX-1-AS - Meriplex Communications, Ltd.
AS21890,US,RHINO-DURACOM - JAB Wireless, INC.
AS17931,JP,NETFOREST Netforest,Inc.
AS41585,DE,SWS-NET ELEMENTMEDIA GmbH
AS20693,ES,INTERNET-XPRESS-AS INTERNET XPRESS Autonomus System
AS28502,MX,G TEL Comunicacion, S.A.P.I. de C.V.
AS23365,US,IFBYPHONE - Ifbyphone, Inc.
AS54312,US,ROCKETFUEL - Rocket Fuel Inc.
AS53112,BR,SULNET TELECOM
AS6882,IT,RTRT-PEGASO Regione Toscana
AS17554,HK,CITIC-HK-AP Citic Telecom International (Data) Limited.
AS3258,UA,MCLAUT-SMELA LLC _McLaut-Invest_
AS7753,US,IPHOUSE-1 - ipHouse
AS5665,US,DELMARVA-ASN - Delmarva Power & Light Company
AS13276,FI,MAGENTA Nebula Internet international operations AS
AS49603,ES,CESSERNET-AS WHOLESALE INGENIERIA COMUNICACION, S.L
AS9880,AU,NEXTGENNET-AS1-AU-AP NextGen.Net Pty Ltd, North Sydney
AS11370,US,UNEED - Uneed Solutions Inc.
AS57841,LV,NEOLAIN_IT_AS NEOLAIN IT SIA
AS17469,BD,ACCESSTEL-AS-AP Access Telecom (BD) Ltd.
AS13193,FR,ASN-NERIM Nerim SAS
AS60969,GB,GETONLINE GetOnline Limited
AS48951,DE,ASN-TSI-IAS T-Systems International GmbH
AS20260,US,TRAFFIC01 - Traffic.com
AS3324,ES,AS3324_FUJITSU_SPAIN FUJITSU TECHNOLOGY SOLUTIONS, S.A.
AS29990,US,ASN-APPNEXUS - AppNexus, Inc
AS20255,UY,Tecnowind S.A.
AS48291,IT,ARIASPA ARIA S.P.A.
AS16638,US,CORNINGINC01 - Corning Incorporated
AS18201,AU,SERVICECORP-AS-AP ServiceCorp Pty Ltd
AS28266,BR,Vante Provedor de Internet Ltda
AS14991,US,IL2K - ElkhartNet, Inc
AS23089,US,HOTWIRE-COMMUNICATIONS - Hotwire Communications
AS44143,RS,VIPMOBILE-AS Vip mobile d.o.o.
AS8726,PL,KKI-BCI-AS Grupa KKI-BCI Sp. Z o.o.
AS5087,LK,LANKA-COM Lanka Communication Services
AS8922,IT,ASN-TNET T.net S.p.A.
AS22944,US,KCTCS-INTERNET2 - Kentucky Community and Technical College System
AS7362,US,HST-CHRON - Hearst Newspapers, LLC
AS38398,KR,GOEUJB-AS-KR Gyeonggi Uijeongbu office of Education
AS1733,US,DISACENT-NIPR-ASN - DoD Network Information Center
AS12247,US,TRECA - Tri-Rivers Educational Computer Association
AS21617,US,NARA - National Archives and Records Administration
AS12428,IT,UNICREDIT-AS-MI-IT UniCredit Business Integrated Solutions S.C.p.A.
AS28233,BR,I-CONECTA REDES DE TELECOMUNICACAO LTDA EPP
AS47752,UA,SKS-UZ-AS LLC _SERVIS-KOMMUNIKATSIYA SISTEMALARI_
AS28364,BR,GYORFI E GYORFI LTDA
AS31475,UA,METROCOM-AS Metrocom, Dnipropetrovsk, Ukraine
AS14524,US,SERCO-NA - SERCO NA
AS2050,US,SPRINTCORP - Sprint Enterprise Information Services
AS18794,US,RAMAPO-COLLEGE - Ramapo College of New Jersey
AS42988,RU,TPSERV-AS OOO Teleport-Service Autonomous System
AS38729,VN,KCC-AS-VN Kien Cuong International JSC
AS25772,US,NCARB - National Council of Architectural Registration Boards
AS51167,DE,CONTABO Contabo GmbH
AS31130,DK,NMNET NM Net ApS
AS49632,TR,DATATELEKOM Datatelekom Telekomunikasyon Hiz. Dis Tic. Ltd. Sti.
AS45187,HK,RACKSPACE-AP Rackspace IT Hosting AS IT Hosting Provider Hong Kong
AS23217,CA,EY-CANADA - Ernst & Young
AS22001,US,INVITROGEN - Life Technologies Corp.
AS44417,RU,NEOTELECOM-AS JSC Neotelecom
AS38964,RU,ADTEL CJSC ADVANTAGE TELECOM
AS41152,AE,AFTAB ERTEBATAT FARAGOSTAR SHARG COMPANY, PVT.
AS9031,BE,EDPNET EDPNET
AS18629,US,LTF-001 - LIFE TIME FITNESS, Inc.
AS13474,AR,Banco de Galicia y Buenos Aires
AS34613,IT,LYNK-AS Lynk srl
AS32524,US,GRUPO-SMS - Grupo-SMS USA, LLC
AS24819,SE,NORDNET-AS Nordnet Bank AB
AS19201,US,ETC - Eastex Telephone Cooperative, Inc.
AS12114,US,BARNESANDNOBLE-COM - BarnesandNoble.com
AS42652,DE,DELUNET inexio Informationstechnologie und TelekommunikationKGaA
AS50760,RU,MOZHAISKNET Mozhaisk Computer Networks Ltd.
AS21933,US,21933 - MSC.SOFTWARE CORPORATION
AS53316,US,ASN-CHEETA-MAIL - CHEETAHMAIL
AS34524,BG,DIGICOM-AS Digital Communications Ltd.
AS31996,US,ETALKNETWORK - etalk Corporation
AS16301,RU,DATACOM-AS Novgorod Datacom Autonomous System
AS14244,US,NSIHOSTING-EQX-VA - NSI Hosting
AS16527,US,GVTCINTERNET - Guadalupe Valley Telephone Cooperative, Inc.
AS7057,CA,MANAGEDNETWORK - Managed Network Systems Inc.
AS88,US,PRINCETON-AS - Princeton University
AS13377,US,DCWISP-ASN-1 - DC WIRELESS ISP INC
AS20470,US,DIRECTV-LOSANGELES - DirecTV Operations
AS36916,ZA,X-DSL-NET1
AS36063,US,ITSPEED-0001 - Arrownet, Inc.
AS47708,SE,SVERIGES-RADIO Sveriges Radio AB
AS35706,SE,NAO Net at Once Sweden AB
AS8703,CH,HP-CH-AS1 HP-CH Autonomous System
AS23292,US,MILLENIUM-DIGITAL - Broadstripe
AS11643,US,EBAY - eBay, Inc
AS29452,GB,SECURA-AS Secura Hosting Ltd
AS20249,US,JEFFERIES-INTERNATIONAL-LIMITED-AS Jefferies International Limited
AS10003,JP,OCT-NET Ogaki Cable Television Co.,Inc.
AS8303,DE,WDR-AS Westdeutscher Rundfunk Koeln
AS21297,SE,OSE-AS Oslo Bors ASA
AS40661,US,ESC6-NET - Education Service Center, Region VI
AS41937,RS,RADIJUSVEKTOR-AS RADIJUS VEKTOR DOO
AS39156,RU,FTELECOM-AS Fist Telecom, Ltd.
AS7958,US,IDI - Internet Direct, Incorporated
AS42947,ES,SKYNETLINK-AS SkynetLink Informatica y Redes SL
AS19710,US,DINO-SOL - Dino Solutions, Inc.
AS18777,US,TSU-SM - Texas State University - San Marcos
AS58056,SI,KRS-NET-AS IKT, d.o.o.
AS11090,US,MTAONLINE-AS - Matanuska Telephone Association, Inc.
AS11669,US,MOVE-SITES - Move Sales, Inc.
AS22820,US,CYBERA - Cybera
AS12048,US,PARLANT - Parlant Technology, Inc.
AS43150,DE,IQOM-BUSINESS-AS iQom Business Services GmbH
AS45932,HK,NET-SYS-HK Net Sys International Limited - Internet Service Provider
AS28333,BR,Local Datacenter Solu\195\167\195\181es em Comunica\195\167\195\163o Ltda.
AS38857,IN,ESOFT-TRANSIT-AS-AP e.Soft Technologies Ltd.
AS29166,SE,NZZ-AS Neue Zuercher Zeitung AG
AS35391,DE,HAUNI-AS Hauni Maschinenbau AG
AS21191,RU,ASN-SEVERTTK Closed Joint Stock Company _SeverTransTeleCom_
AS13986,US,ECSIS-HST - ECSIS.NET
AS22409,US,LACKAWAXEN-TELECOMMUNICATIONS-SERVICES-INC - Lackawaxen Telecommunications Services, Inc.
AS22949,US,GRINNE-AS - Grinnell College
AS7734,CA,TDBANK - Toronto Dominion Bank
AS9150,NL,INTERCONNECT ML Consultancy
AS13506,US,US-DEPARTMENT-OF-THE-TREASURY - US Department of the Treasury
AS31803,US,MMPLP - Magellan Midstream Partners, L.P.
AS15583,BE,Getronics Belgium NV/SA (G-NET) Autonomous System Number
AS39756,RO,ROHOSTWAY-AS HOSTWAY ROMANIA SRL
AS48642,RU,KTEL-AS K Telecom Ltd.
AS19566,CA,PASON-SYSTEMS - Pason Systems Corp
AS45411,AU,APCSNET-AU APCS WIP NETWORK,
AS23694,ID,INDIKANET-AS-ID Indika Telemedia PT.
AS37253,ZA,ATC
AS26133,US,FEWPB - Frankfort Plant Board
AS27881,AR,IPNEXT S.A.
AS12963,UA,VOLZ Scientific -Industrial Firm _Volz_ Ltd
AS26878,US,TWRS-NYC - Towerstream I, Inc.
AS51052,RS,KTI-AS Preduzece za proizvodnju, promet i inzenjering Kopernikus technology D.O.O
AS32909,US,ROYALTY-CARPET-MILLS - Royalty Carpet Mills
AS52213,UA,ISP-EXSTREAM-AS LLC DONETSK FIBER-OPTICAL NETWORK
AS21404,PL,ZETOSA-AS ZETO S.A. Tarnow
AS30193,US,LAUSD-AS - Los Angeles Unified School District
AS15488,ES,UPV-EHU Universidad del Pais Vasco - Euskal Herriko Unibertsitatea
AS15937,ES,ADIF AS ADIF
AS18647,US,ACCEL-AS - Accel Net, Inc.
AS19213,US,SABRE-DFW - Sabre Inc.
AS8517,TR,ULAKNET National Academic Network and Information Center
AS10264,CA,SCOTIACAPTIAL - Scotia McLeod Inc.
AS8470,RU,MACOMNET CJSC Macomnet
AS37028,ZA,FNBCONNECT
AS44313,BG,SETSERVICE Set Service Ltd.
AS39025,LV,BTB-AS AS GE Money Bank
AS1294,US,DELL-NETPLEX-AS - Dell, Inc.
AS17881,KR,INETHOSTING-AS-KR Inet Hosting Inc.
AS17390,US,AT-AND-T AT&T GLOBAL NETWORK SERVICES
AS26803,US,FIBERNOC - Fiber Internet Center
AS31438,DE,SWMR-AS Citynet Marburg, Stadtwerke Marburg GmbH
AS17451,ID,BIZNET-AS-AP BIZNET NETWORKS
AS16385,US,CESG-16385 - BNY ConvergEx Execution Solutions LLC
AS23624,JP,CHUKAI Chukai Television Co,.Ltd.
AS52263,CR,Telecable Economico S.A.
AS6912,US,HCSNET-ASNBLK - Hayes Computer Systems
AS17754,IN,EXCELL-AS Excellmedia
AS19118,US,AS-SIT - IDT Corporation
AS1124,EU,UVA-NL Universiteit van Amsterdam
AS20855,DE,AIRDATA-AS AIRDATA AG
AS45470,SG,SG-8-TO-SG 8 to Infinity Pte Ltd
AS13501,US,OARNET-AS-2 - OARnet
AS43128,SI,DOMENCA-ASN Domenca d.o.o.
AS32364,CA,SSHA-DC-ASN - eHealth Ontario
AS40957,CA,BELLNHS - Bell Canada NHS
AS55695,ID,UIN-AS-ID Universitas Islam Negeri Sunan Kalijaga Yogyakarta
AS7678,JP,PROX Prox System Design Inc.
AS49120,RU,GORSET-AS Gorset Ltd.
AS30501,US,WFG-ASN - Williams Financial Group
AS9108,CH,ABXNET Abraxas Informatik AG
AS8501,PL,PIONIER-AS PIONIER, National Research and Education Network in Poland
AS53684,US,FLASHPOINT-SC-AS-1 - Flashpoint Informatics Incorporated
AS51179,RO,VIOTOP-AS VIOTOP SRL
AS173,JP,ERX-ECLNET Electrical Communications Laboratories
AS17910,ID,TRIPLEGATE-ID-AP TRIPLEGATE-ASN
AS54376,US,LYNX-NETWORK-GROUP - Lynx Network Group, Inc.
AS53182,BR,lazernet.com.br ltda me
AS34505,IE,VISTATEC-AS AS Number for Vistatec Limited
AS22442,US,HOU-PHONOSCOPE - PHONOSCOPE
AS14756,US,ATMOSPHERE-AS - Atmosphere
AS24437,AU,UWA-AS-AP University of Western Australia
AS18479,BR,Universo Online S.A.
AS39834,PL,TESAT-AS TESAT Sp. z o.o
AS54543,US,EPICUP-COM - Epic Up.com
AS29863,US,LATISYS-DENVER - Latisys-Denver, LLC
AS21483,RU,TEL-AS OJSC _Vimpelcom_
AS34619,TR,CIZGI Cizgi Telekomunikasyon Hizmetleri Sanayi Ve Ticaret Limited Sirketi
AS8684,RU,PSU-AS State Educational Institution of Higher Professional Education _Perm State University_
AS38679,KR,CMBJN-AS-KR CMB Chonnam Broadcasting
AS14492,US,DATAPIPE - DataPipe, Inc.
AS55821,PH,RADIUSTELECOMS-AS-AP RADIUS TELECOMS, INC.
AS38818,MN,YOKOUNANET-MN-AS-AP YOKOZUNANET LLC
AS19769,US,CAPITALONE-KDC - Capital One Financial Corporation
AS1535,US,DNIC-ASBLK-01534-01546 - Headquarters, USAISC
AS4693,JP,CSK CSK-IT MANAGEMENT CORPORATION
AS57516,LV,MITSLV-AS SIA MITS LV
AS32723,US,AS-INF-001 - Infonexion Corp
AS2549,MX,Universidad de Guadalajara
AS50247,PL,ITCOMP ITCOMP Sp. z o.o.
AS31244,RO,ETP-AS MY SERVER MEDIA SRL
AS16153,ES,SCS-AS Servei Catala de la Salut
AS33022,US,WELLESLEY-COLLEGE - Wellesley College
AS8368,BE,BENESOL-BACKBONE Belgian Network Solutions B.V.B.A
AS46698,US,NTSCONN - NTS Connections, LLC
AS25560,DE,RHTEC-AS rh-tec IP Backbone
AS45009,RU,MRSNET-AS OJSC Multyservisnaya radioset
AS56465,RO,SSNET SISTEM SOFT NETWORK SRL
AS22000,US,AAIMED - ALLIANCE FOR ACADEMIC INTERNAL MEDICINE
AS16657,US,FIBERTECH-NETWORKS-AS-ROC-NY-US - Fibertech Networks, LLC
AS16531,MX,Protel I-Next, S.A. de C.V.
AS33614,US,SANNET - San Diego Data Processing Corp.
AS40034,VG,CONFLUENCE-NETWORK-INC - Confluence Networks Inc
AS26749,US,CALLTOWER - CallTower, Inc.
AS42842,RU,HELIOS-TV-AS Helios TV Ltd.
AS48526,LU,ASN-TANGO Tango S.A.
AS9788,NZ,IRD-NZ-AS-AP New Zealand Inland Revenue - Te Tari Taake
AS38066,AU,DECC-AS-AP Department of Environment and Climate Change
AS23900,LA,PLANET-ONLINE-AS-LA Planet Online Laos, Internet Service Provider in LAO PDR
AS31848,US,DVUSD - Deer Valley Unified School District
AS26319,US,CHFCU - CoastHills Federal Credit Union
AS34896,RU,VTELECOM-AS Vostoktelecom Telephone Company LLC
AS17701,JP,SEINAN Seinan Gakuin University
AS51483,DE,SASG SaSG GmbH & Co. KG
AS6102,US,CBSCORPORATE - CBS inc.
AS29885,US,UCHHS-AS - Univeristy of Chicago Hospitals & Health System
AS50999,SA,KAUST-AS1 King Abdullah University of Science and Technology
AS17668,AU,SPTEL-AP Soul Pattinson Telecommunications Pty Ltd
AS45028,GB,BAREFRUIT-AS Barefruit Ltd Autonomous System
AS53488,US,MORRISBB - Morris Broadband, LLC
AS28555,MX,Cablemas Telecomunicaciones SA de CV
AS41911,UA,LANETUA2-AS Lanet Network Ltd.
AS14149,US,ICONFITNESS-MAIN - Icon Health & Fitness Inc
AS52338,BO,COSETT LTDA
AS28684,RO,BESTNET-SERVICE-SRL BestNet Service SRL
AS24787,RU,SPRINTNET-AS Sprint Net Ltd.
AS10475,US,VENTURENET - VentureNet, L.L.C.
AS37074,GH,UG-AS
AS19372,US,NCOGROUP-FTW - NCO Group, Inc.
AS50416,RU,ITBSPB-AS JSCB _Investtradebank_
AS14511,US,POLAR-COMMUNICATIONS - Polar Communications
AS4269,US,CERNET-ASN-BLOCK - California Education and Research Federation Network
AS14383,US,VCS-AS - Virtacore Systems Inc
AS44869,DK,SEAS-NVE-AS SEAS-NVE Holding A/S
AS21577,US,TOLEDOTELNET - TOLEDO TELEPHONE CO INC
AS5564,GB,SOL-AS Brightsolid Ltd
AS54471,US,AVH - Androscoggin Valley Hospital
AS6391,CA,URBAN-15-AS - Urban Networks Inc.
AS19856,US,BRAZOSPORT-COLLEGE - Brazosport College
AS57084,SE,BJAREKRAFT Bjare Kraft AB
AS8966,AE,ETISALAT-AS Emirates Telecommunications Corporation
AS28706,UA,STRM-AS _TC Stream_ Ltd
AS2685,US,ASATTCA AT&T Global Network Services - CA
AS38121,KR,UPASS-AS-KR Seo Nam Cable TV co.,LTD
AS21171,NO,SCHIBSTED Schibsted ASA Autonomous system, Oslo, Norway
AS33387,US,DATASHACK - DataShack, LC
AS32411,US,ASSURERX-HEALTH-CORPORATE - AssureRx Health, Inc.
AS14299,US,ADP1 - Automatic Data Processing, Inc.
AS19875,CA,IPWORLDNET - IPWorld Networks
AS20791,DE,BITPOINT-AS BitPoint AG
AS53537,US,ISG-AS001 - ISG Software Group, LLC
AS16967,US,SBCIDC-DLLSTX - AT&T Internet Services
AS45113,CN,CNNIC-DTCOAL-AP Shanxi Datong Coal Group Communication Co., Ltd
AS46811,US,SILVERIP-ASN - SilverIP Communications Inc.
AS7850,US,CITYLINKFIBER - iHighway.net, Inc.
AS17970,PH,INTERISLAND-AS-AP TRI.ph AS Inter-Island Information Systems, Inc., AS Internet Service Provider and Internet Data Center, Manila PH
AS50478,ES,BVOX BVOX AS
AS50060,RU,ANNET Annet Ltd.
AS31893,US,MCKNIGHT-DATA - McKnight Dallas Real Estate, LP
AS43045,RU,SVHOLD-AS Svyaz-Holding Ltd.
AS38256,BD,NATIONAL-ROUTE-BD-MHK Bengal Group Ltd. Nationwide Internet Service Provider, Bangladesh.
AS31383,NL,NEDERLANDNET-AS Computel Standby BV
AS38414,KR,GOESH-AS-KR Gyeonggi siheung office of education
AS45084,CN,CNNIC-BTV-AP No.98 JianGuo Road,Chaoyang District,Beijing,China
AS44013,SE,SANDVIK-AS Sandvik IT Services AB
AS26654,US,RFA-IDC - Richard Fleischman & Assoc., Inc.
AS23190,US,AES - AES Pacific Inc.
AS12794,TR,AKNET-AKBANK AKBANK TAS
AS31708,GB,COREIX-UK-AS Coreix Limited
AS36873,NG,VNL1-AS
AS47156,RU,MALNET-AS Malnet LTD.
AS30159,US,EQUINIX-EDMA-ASH-ASN - Equinix, Inc.
AS14840,BR,COMMCORP COMUNICACOES LTDA
AS33274,US,ASN-FAIRVIEWHEALTHSERVICES - Fairview Health Services
AS20760,ES,EUROCIBER-AS Produban Servicios Informaticos Generales, S.L.
AS12701,GB,BARCAP Barclays Bank plc
AS16006,SK,RUPKKI-SK-AS Rupkki s.r.o.
AS49129,GE,CGC-AS LTD CGC Co.
AS6210,US,NFL1 - National Football League
AS24685,UA,ALIGOTEL-AS Elenkom LLC
AS24016,MV,ROL-MV-AS-AP Focus Infocom Pvt Ltd, ISP, Male Maldives
AS3361,US,DF-TUKWILA01 - Digital Fortress, Inc.
AS9997,JP,MECHA Suzuka Cable Co.,Ltd
AS13104,SE,SE-VENTELO NUACCES
AS45143,SG,SINGTELMOBILE-AS-AP SINGTEL MOBILE INTERNET SERVICE PROVIDER Singapore
AS46196,US,RCIT-CORNET - County of Riverside
AS19316,US,BLUEMONTNETWORKS - Bluemont Networks, LLC
AS32739,US,CHRISTIANACARE-AS-1 - Christiana Care Health Services, Inc.
AS20454,US,SSASN2 - SECURED SERVERS LLC
AS12181,US,INTERNAP-2BLK - Internap Network Services Corporation
AS58650,JP,CATVWINK Warabi Cable Vision Co., Ltd.
AS14237,US,BEAMSPEED1 - Beamspeed
AS21155,NL,ASN-PROSERVE ProServe B.V.
AS9873,LA,TELECOM-LA-AS-AP ISP IN LAO
AS35125,RU,SMOLENSK-AS OJSC Rostelecom
AS5504,CY,LOGOSNET Logosnet Services Limited
AS14589,US,DIGITALWEST-AS - Digital West Networks, Inc.
AS15433,SM,TISM Telecom Italia San Marino high speed Internet connection.
AS16804,US,SEI-ISS - SEI INFORMATION TECHNOLOGY
AS33922,LT,NTT-LT-AS UAB Nacionalinis Telekomunikaciju Tinklas
AS43435,PL,INSITE INSITE Sp. z o.o.
AS9990,JP,NIANDC Nippon Information and Communication Corporation
AS53392,US,PROQUEST-AS - PROQUEST LLC
AS43468,RU,RU-CHTTS OJSC Rostelecom
AS40237,US,UNITED-TELEPHONE - United Telephone Company
AS18950,US,EDUCATE - Educate Inc
AS20085,US,UAKRON - The University of Akron
AS33924,AL,PRONET-AL-AS ProNet Autonomous System
AS36549,KY,WESTTEL-GRANDCAYMAN - WestTel Ltd.
AS13327,US,EKU - Eastern Kentucky University
AS17005,US,NFL3 - National Football League
AS11167,US,IN-TOUCH-IN-FLIGHT - AirCell, LLC.
AS56857,RU,REGTCOM-AS OOO _Region Telecom_
AS44733,RU,RTCOMM-YUG-AS LTD RTComm-Yug
AS24590,DE,COMPLETE complete internet & security gmbh
AS25182,NL,PUBLIEKE-OMROEP-AS Stichting Nederlandse Publieke Omroep
AS31463,GB,FOURD-AS 4D Data Centres Ltd
AS35971,US,MYRTLE - CompuNet, Inc.
AS43892,IS,BASIS-AS Basis ehf.
AS2923,US,AS-TIAA-NET - TIAA-CREF
AS42038,RU,VLADLINK-AS VladLink LTD AS
AS41931,PL,EURONET-AS Euronet s.c. Norbert Saniewski, Joanna Saniewska
AS12653,GR,COMTONET KB Impuls Hellas S.A.
AS19343,US,WNYCS - Synergy Global Solutions, Inc.
AS34887,RU,CIRT-AS GU Center of Information Technologies RT
AS51892,RU,VOENTEL OAO Voentelecom
AS51842,RO,DSCNET DSC.NET SRL
AS45903,VN,CMCTI-AS-VN CMC Telecom Infrastructure Company
AS51801,CZ,NANOCZ-ASN Nano.cz s.r.o.
AS18328,KR,DOTNAME-AS-KR Dotname Korea Corp
AS18679,US,NIRVANIX-ASN1 Nirvanix, Inc.
AS39131,RU,DAGSU-AS State Educational Institution of higher professional Education _Dagestan State University_
AS42821,DE,RAPIDNET-DE K&K Kommunikationssysteme GmbH
AS25144,BA,TELEKOM-SRPSKE-AS Telekom Srpske
AS30688,US,FASTTRACK-NET-AS - FastTrack Communications Inc.
AS35230,BE,EUROCOLO-AS DG International Limited
AS24055,IN,DB-APAC-IN-AS Deutsche Bank AG-India Internet AS
AS10823,US,NETCARRIER - NetCarrier, Inc.
AS32451,US,SITE-B-DATA - Site B Data Services, LLC.
AS20742,HU,AHOL Internet4U Kereskedelmi es Szolgaltato Kft.
AS39636,IT,ASN-AEMNET AEM Net SpA
AS28908,SE,T3 Telecom3 Networks AB
AS3705,US,GPO-NET - U.S. Government Printing Office
AS27435,US,OPSOURCE-INC - OpSource, Inc.
AS13002,RU,LINKEY-AS Linkey Ltd
AS22286,CA,INTERSPOTS - INTERSPOTS INC
AS9264,TW,ASNET Academic Sinica Network
AS41661,RU,ERTH-CHEL-AS CJSC _ER-Telecom Holding_
AS6220,US,AS6220 - inContact Inc.
AS14686,US,YISI - Double Dog Communications
AS30361,US,SWIFTWILL2 - Swiftwill, Inc.
AS34362,HR,VOLJATEL-HR-AS Terrakom d.o.o.
AS13548,US,CHARLESTON-AS - College of Charleston
AS41489,GB,WF-AS Watchfront Limited
AS27445,US,BSINET - Brainstorm Internet, Inc.
AS56055,NC,MLS-NC Micro Logic Systems
AS16128,FR,AGARIK-BULLPI-NETWORK AGARIK and BULLPI provide WEB, Servers Hosting and dedicated Internet Connection
AS8122,US,DQNAS - Duquesne University
AS25528,HR,VODATEL-AS Metronet telekomunikacije d.d.
AS30219,US,CODEREADY-SOLUTIONS - CodeReady Solutions, Inc.
AS37932,TH,RMUTI-AS-AP Rajamangala University of Technology Isan
AS24173,VN,NETNAM-AS-AP Netnam Company
AS8697,JO,JTC-AS8697 Jordan Telecommunications Company
AS20447,US,CADMUSCOMMNET - Cadmus Communications, Inc.
AS23639,JP,NTT-BIZLINK NTT Bizlink, Inc.
AS40911,US,L2NC-AS - L2Networks Corp.
AS47617,CH,WAGNER Wagner AG Informatik Dienstleistungen
AS41900,IR,ORACLE-AS Oracle Investments Group
AS57184,RO,KABOOM-AS KABOOM HOST SRL
AS29309,CH,SEM-AS Swisscom Event & Media Solutions AG
AS27262,US,TVCCONNECT-AS - Thames Valley Communications, Inc.
AS22591,US,DECHO - Decho Corporation
AS6163,PH,ERX-MOZCOM-NETWRK Mosaic Communications Inc.
AS36200,US,UWSUMMIT - United Way of Summit County
AS40727,CA,TELENET - TELENET Informatique Inc.
AS6319,US,MARRIOT-ASN - Marriot Corporation
AS14373,US,UTMB - University of Texas Medical Branch
AS35313,BH,BH2CONNECT-AS 2Connect AS Number
AS39375,PL,TPODLASIE AS Telekomunikacja Podlasie Sp. z o.o.
AS47366,BG,MVN-AS MVN Systems Ltd
AS31496,RU,ATNET-AS OJSC Rostelecom
AS37018,NG,GALAXYBB-AS
AS35757,UA,RICONA-AS Ricona Ltd network
AS39978,US,REED-SMITH-ASN - REED SMITH LLP
AS10991,US,CAPGE-HOSTING-MRO - Capgemini U.S. LLC
AS20637,IT,EMAZE Emaze Networks S.p.A.
AS44685,RU,TYUMENTELEPHONENETWORKS-AS JSC Tyumen Telephone Networks
AS22849,US,CINGULAR-AW - AT&T Services, Inc.
AS15177,US,STARTOUCH-WA1 - STARTOUCH INC
AS54987,US,VEGAS-CLOUD - Xenigy LLC
AS31850,US,AWECOMM - Awecomm Technologies, LLC
AS10197,KR,CNU-AS-KR Chonnam National University
AS18305,KR,POSNET POSDATA Co.,Ltd
AS23051,US,AS23051 - FHI 360
AS29405,SK,VNET-AS VNET a.s. Bratislava, Slovakia, SK
AS26439,US,CITY-OF-ABQ - City of Albuquerque
AS7203,US,LEASEWEB-US - Leaseweb USA, Inc.
AS18454,US,AUGSBURG - Augsburg College
AS16290,PL,TARMAN Tarnowski Osrodek Informacyjny Aleksander Rajski
AS10153,HK,ONETELHK-AS-AP ONE.TEL Limited (Hong Kong)
AS40861,US,PARAD-40-ASN - Paradise Networks LLC
AS26951,US,CYGEM-HQ-AKRON-OH - CYGEM LTD
AS17636,PH,T-SYSTEMS-SG T-SYSTEMS SINGAPORE for BOSCH
AS18441,US,IP-NETWORKED-SERVICES - IP Networked Services Inc.
AS34678,IS,TOLVUN-AS Tolvun Autonomous system
AS14074,US,COLGATE - Colgate-Palmolive Co.
